artistName,musicName,Radiojavan_play,Radiojavan_likes,pubdate,popularity,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
Tohi,Khodaya Mercy,24819104,38108,Jun 6 2017,34,0.599,0.806,-5.504,0.0964,0.204,0.00989,0.0948,0.546,191.93,221283
Tohi,Nazanin,24778403,25069,Aug 25 2019,38,0.718,0.908,-3.8,0.0568,0.181,2.60E-06,0.119,0.965,124.01,184355
Ali Zand Vakili,Lalaei,24736335,37742,Mar 10 2016,33,0.364,0.369,-8.641,0.0425,0.927,4.32E-06,0.146,0.431,169.738,250057
Ebi,Jane Javani,24655551,27338,Dec 21 2014,34,0.525,0.733,-4.214,0.111,0.833,3.72E-05,0.396,0.321,134.974,235733
Sina Shabankhani,Jadooye Khas,24643584,34893,Sep 18 2013,35,0.773,0.769,-4.875,0.074,0.372,0,0.144,0.513,128.01,232080
Hamed Homayoun,Divoonegi,24541710,24734,Jan 12 2017,24,0.899,0.706,-5.514,0.183,0.0438,6.14E-06,0.371,0.851,119.976,178416
Reza Bahram,Moo Be Moo,24479923,22200,Jan 26 2019,38,0.574,0.361,-6.042,0.0309,0.88,2.25E-06,0.108,0.276,140.039,240666
Amirabbas Golab,Banoo Jan,24466645,29692,Jun 23 2017,25,0.702,0.976,-4,0.0966,0.203,1.49E-05,0.103,0.787,120.014,176065
Behnam Bani,Sad Sal,24273248,29594,Apr 19 2018,32,0.66,0.878,-4.155,0.0671,0.783,0,0.384,0.858,150.062,188616
Behnam Bani,Vay Dele Bighararam,24214209,29834,Aug 31 2017,30,0.657,0.785,-3.791,0.115,0.662,0,0.858,0.942,149.952,146448
Sirvan Khosravi,Dorost Nemisham,24204161,29753,May 6 2019,39,0.709,0.569,-9.378,0.0524,0.0509,0.00396,0.0759,0.501,132.997,219376
Reza Bahram,Hich,24195882,22188,Aug 29 2019,33,0.547,0.384,-9.814,0.0489,0.619,0,0.261,0.368,153.722,217933
Macan Band,Delgiri,24028935,35943,Jul 17 2017,34,0.655,0.579,-10.545,0.053,0.752,3.22E-06,0.0699,0.696,155.984,177789
Mohsen Yeganeh,Bavar Konam,24026835,27871,Oct 21 2012,27,0.744,0.84,-5.097,0.0841,0.404,3.24E-06,0.0651,0.474,129.024,230896
Farzad Farzin,Mankan,23868123,23504,Aug 22 2019,41,0.407,0.681,-5.483,0.0572,0.238,0,0.0816,0.44,87.293,199368
Alireza Talischi,Ay Dele Khodam,23825744,27580,Sep 2 2017,22,0.713,0.846,-4.584,0.0527,0.662,0,0.167,0.689,139.254,175536
Zedbazi,Cigare Soorati,23738403,31009,Jun 2 2012,38,0.755,0.606,-8.894,0.0288,0.53,0.00296,0.11,0.674,119.964,360281
Jay Lei Sij,Too Moshtam,23451928,18852,Dec 13 2018,26,0.779,0.529,-9.508,0.147,0.123,0,0.083,0.278,97.974,249575
Alireza Jj,Ziadesh Khoobe - Arian Goleh Remix,23405933,29974,Dec 11 2017,38,0.766,0.844,-5.47,0.0615,0.0348,2.50E-06,0.0911,0.449,119.963,234057
TM Bax,Masalei Ni,23308889,27109,Mar 24 2018,48,0.792,0.528,-8.636,0.27,0.595,1.06E-05,0.222,0.88,125.072,255425
Hamid Hiraad,Rosvayi,23303124,24632,Aug 13 2017,25,0.619,0.683,-4.973,0.15,0.0496,0,0.383,0.443,150.004,183838
Donya,Tala,23299155,23958,Aug 7 2019,26,0.403,0.956,-4.198,0.464,0.136,0.000563,0.419,0.776,179.977,213030
poobon,Ghalbe Shishei,23218266,27971,Jan 28 2019,37,0.499,0.502,-10.789,0.0737,0.382,8.59E-06,0.155,0.213,76.014,175165
Amir Tataloo,Ba To,23199959,32151,Jun 26 2014,31,0.601,0.642,-5.505,0.0447,0.486,0,0.217,0.225,158.254,211931
Hojat Ashrafzadeh,Mah O Mahi,23195285,38085,Mar 3 2014,28,0.57,0.17,-15.899,0.032,0.942,2.95E-05,0.0894,0.254,97,287147
Mohsen Chavoshi,Be Rasme Yadegar,23144652,24259,Oct 3 2015,18,0.537,0.65,-7.141,0.0312,0.293,0,0.2,0.454,99.989,301897
Alireza Jj,Ziadesh Khoobe - Arian Goleh Remix,23122275,27303,Dec 31 2016,38,0.766,0.844,-5.47,0.0615,0.0348,2.50E-06,0.0911,0.449,119.963,234057
Sepehr Khalse,"Siah Mese Barf (feat. Alireza JJ, Sijal & Behzad Leito)",23094451,28845,Jun 2 2017,32,0.686,0.778,-3.156,0.258,0.454,0,0.0995,0.588,158.023,270420
Alireza Talischi,Ey Daad Bar Man,23061060,30921,May 1 2018,30,0.678,0.812,-4.101,0.05,0.541,0,0.312,0.821,90.023,184776
Masih,Goli,23048825,22014,Feb 14 2018,41,0.49,0.649,-6.652,0.155,0.557,0,0.131,0.33,177.092,194377
Mohammad Alizadeh,Bargardi Ey Kash,22974981,22914,Feb 27 2013,29,0.808,0.776,-6.202,0.0889,0.0987,1.35E-05,0.179,0.693,115.024,231026
Mohsen Yeganeh,Moohat,22951610,24562,Apr 10 2019,28,0.767,0.75,-5.791,0.194,0.167,0,0.0654,0.683,122.044,189879
Yas,Sarkoob,22927525,57521,Mar 20 2017,36,0.542,0.771,-6.14,0.452,0.635,0,0.0808,0.594,89.214,679498
Hamid Sefat,Ajayeb Shahr,22909256,32190,Nov 15 2018,35,0.577,0.871,-5.647,0.431,0.235,0,0.112,0.388,193.829,269767
Hoorosh Band,Mahe Delam,22841237,33777,Jun 28 2017,23,0.55,0.587,-5.901,0.0438,0.787,0,0.188,0.405,143.887,189611
Hamid Hiraad,Enferadi,22780715,30019,Feb 8 2018,33,0.344,0.618,-8.404,0.0545,0.311,4.76E-05,0.109,0.283,73.796,272053
Mazyar Fallahi,Akharin Nafas,22760435,34877,Oct 23 2012,21,0.764,0.6,-7.603,0.0298,0.12,6.71E-06,0.0843,0.497,118.009,218018
Amirabbas Golab,Sadas,22670160,32278,Sep 7 2017,33,0.707,0.734,-5.256,0.0746,0.243,0,0.257,0.558,114.024,215040
Jay Lei Sij,Too Moshtam,22640885,26050,Jul 17 2018,26,0.779,0.529,-9.508,0.147,0.123,0,0.083,0.278,97.974,249575
Sina Shabankhani,Cheshmaye Mast,22415994,24712,May 18 2015,28,0.866,0.815,-4.922,0.121,0.12,0.0215,0.503,0.691,120.006,260184
Hayedeh,Saghi,22293554,22243,Mar 12 2013,41,0.566,0.593,-9.736,0.0725,0.818,0,0.129,0.729,87.703,245000
Behzad Leito,Khoda Shokr,22207203,22164,Mar 13 2019,25,0.854,0.778,-4.231,0.261,0.154,0,0.0997,0.419,141.997,203939
Behzad Leito,Mese Khoete,22182141,28783,May 16 2017,27,0.647,0.597,-5.515,0.0446,0.251,0,0.103,0.341,140.098,212559
Aref,Boghze Darya,22177265,23368,Feb 16 2016,16,0.614,0.842,-6.085,0.0752,0.413,0.0108,0.0855,0.558,82.02,258325
Masoud Sadeghloo,Dorehami,22155212,25748,Jul 24 2016,31,0.516,0.506,-4.529,0.0502,0.801,0,0.189,0.94,87.944,109166
Ho3ein,12 Be Bad,22117480,19747,Sep 19 2015,39,0.895,0.842,-3.868,0.269,0.127,0,0.0263,0.655,110.02,235154
Macan Band,Ye Lahze Negam Kon,22003339,32929,Nov 7 2017,36,0.727,0.661,-5.936,0.0519,0.0803,1.67E-06,0.128,0.443,94.941,243110
Alishmas,Adat Kardam,21941120,34035,Jun 12 2016,40,0.728,0.851,-5.728,0.177,0.643,0.000242,0.243,0.958,94.92,240072
Puzzle Band,Deldade,21859230,26986,Nov 23 2017,32,0.603,0.72,-2.498,0.283,0.0238,0,0.147,0.822,100.042,195645
Shahab Mozaffari,Akse Ghadimi,21796797,24933,May 15 2017,16,0.674,0.644,-6.897,0.0855,0.641,0,0.303,0.427,105.07,218044
Sogand,Bilite Yektarafe,21785270,41870,May 4 2014,35,0.706,0.82,-5.397,0.0986,0.663,0,0.0996,0.627,106.582,242753
Morteza Pashaei,Jadeye Yektarafe,21764324,45890,Jun 22 2013,38,0.601,0.568,-7.55,0.0436,0.879,0,0.0814,0.779,81.945,225947
Hamid Hiraad,Mastam Kon,21730075,26611,May 13 2017,36,0.811,0.702,-5.904,0.0731,0.36,0.000278,0.385,0.607,135.018,239818
Mohammad Alizadeh,Bi Marefat,21621145,20536,Jan 14 2017,18,0.769,0.891,-5.369,0.0452,0.0542,0,0.199,0.963,120.035,204493
Moein Z,Ham Dast,21607732,32157,Aug 17 2017,30,0.656,0.826,-2.942,0.307,0.283,2.32E-05,0.188,0.915,191.767,204488
Amirhossein Eftekhari,Ey Yar,21559267,31406,Jul 28 2017,15,0.812,0.816,-2.803,0.076,0.293,0,0.34,0.844,127.976,203469
Alireza Talischi,Zendegi Joonam,21487948,25451,Mar 2 2019,24,0.771,0.882,-3.685,0.0575,0.115,0,0.118,0.76,105,217457
Kamran & Hooman,Mantegh Nadaram,21476034,24931,Feb 6 2017,39,0.89,0.58,-7.438,0.157,0.0655,2.95E-06,0.132,0.751,112.994,235773
Armin 2afm,Divoone,21456894,33318,Aug 31 2013,25,0.791,0.801,-4.681,0.113,0.0351,0,0.513,0.322,119.984,229224
Farzad Farzin,Roozhaye Tarik,21411830,30690,Nov 20 2017,35,0.676,0.783,-3.743,0.0403,0.324,0,0.0856,0.416,99.004,238158
Mohsen Yeganeh,Dooset Daram,21379974,23093,Oct 21 2012,44,0.799,0.829,-5.087,0.175,0.25,0,0.312,0.817,130.091,197773
Reza Sadeghi,Gamoonam,21178691,26062,Apr 14 2018,37,0.471,0.525,-6.807,0.0339,0.904,2.35E-06,0.0894,0.35,129.547,221611
Sasy,Vay Cheghad Mastam Man,21102263,21803,Mar 18 2013,42,0.926,0.543,-8.444,0.263,0.752,2.60E-06,0.0837,0.823,134.995,172632
Moein,Parandeh - Original Mix,21030184,23383,Mar 2 2013,42,0.704,0.571,-6.539,0.051,0.763,0,0.312,0.591,140.016,201433
Behnam Bani,Man Ye Divoonam,21029528,25552,Nov 3 2016,28,0.794,0.869,-4.451,0.163,0.105,1.45E-06,0.307,0.852,120.021,221544
Chaartaar,Baaraan Toee,20975313,34126,May 13 2012,33,0.511,0.609,-6.139,0.0517,0.637,0,0.352,0.295,120.023,229904
Homayoun Shajarian,The Cloud and the Rain (Abr Mibarad),20884299,27115,Mar 15 2017,35,0.32,0.28,-7.108,0.0323,0.957,6.44E-05,0.246,0.273,136.34,244123
Sahar,Do Nafare,20866285,20684,Jul 31 2019,25,0.806,0.727,-4.413,0.162,0.432,0,0.0622,0.517,112.038,210574
Jay Lei Sij,Ykc,20765945,26895,Sep 26 2018,27,0.851,0.609,-7.495,0.222,0.099,0,0.182,0.635,120,247172
Macan Band,Boro Daramet,20747143,23342,Jun 13 2018,20,0.578,0.647,-6.232,0.332,0.355,5.80E-06,0.0722,0.904,199.575,139377
Ashvan,Maghrour,20744632,25011,Dec 21 2018,31,0.631,0.719,-5.848,0.0455,0.742,0,0.864,0.323,117.962,251246
Roozbeh Nematollahi,Nafas Nafas,20713087,27838,Aug 21 2015,37,0.768,0.875,-3.782,0.0734,0.101,2.39E-05,0.0813,0.571,108.004,256040
Ehaam,Soltane Ghalbe Man,20680086,23736,Oct 7 2019,35,0.741,0.705,-6.714,0.081,0.115,0,0.169,0.541,122.028,253571
Hamid Hiraad,Yar,20667353,29233,Jan 20 2018,33,0.77,0.889,-0.798,0.277,0.019,0,0.333,0.795,127.109,172971
Zedbazi,Nakoni Bavar,20664029,27273,Oct 8 2014,38,0.679,0.658,-9.772,0.145,0.783,2.68E-06,0.11,0.611,94.978,319164
Sasy,Hali Hali,20605140,16682,Dec 16 2018,38,0.504,0.785,-4.131,0.245,0.0196,0,0.11,0.648,103.177,193150
Mohsen Yeganeh,Passing (Oboor),20556672,29110,Feb 22 2018,33,0.669,0.731,-6.859,0.0587,0.761,1.33E-06,0.0815,0.715,98.009,224157
Farzad Farzin,Atish,20525597,19794,Mar 15 2020,39,0.799,0.808,-4.059,0.104,0.0186,4.11E-06,0.291,0.836,112.976,203896
Aron Afshar,Khato Neshan,20493337,21772,Apr 13 2019,36,0.537,0.563,-4.166,0.0333,0.768,0,0.102,0.312,87.962,264751
Sami Beigi,HMG,20422625,36984,Aug 16 2013,38,0.867,0.676,-6.797,0.112,0.0552,8.44E-05,0.151,0.828,119.993,217078
Mohsen Chavoshi,Amire Bi Gazand,20416971,27746,Jun 5 2016,28,0.487,0.662,-7.05,0.113,0.313,0,0.0324,0.387,139.426,239647
poobon,Bia Halamo Khoob Kon,20367018,36881,Jan 2 2014,39,0.657,0.458,-9.671,0.211,0.675,5.61E-06,0.105,0.223,99.935,213630
Mohsen Yeganeh,Fekre To,20339978,27125,Aug 10 2018,21,0.616,0.589,-7.236,0.0319,0.669,1.07E-05,0.251,0.545,121.001,215282
Mohammad Alizadeh,To Beri Baroon (Ashcome Remix),20328001,29054,Nov 29 2017,10,0.743,0.759,-6.682,0.0597,0.154,2.56E-05,0.0892,0.502,126.008,205714
Dariush,Shame Mahtab,20323631,23323,Jan 27 2013,38,0.319,0.498,-8.318,0.0727,0.605,0.000118,0.12,0.42,93.532,322039
Behzad Leito,To Chi Baalaaei,20214454,29336,Nov 29 2017,30,0.765,0.668,-6.071,0.154,0.22,0,0.139,0.208,125.897,201536
Alishmas,Cheghadr Tanham,20106441,31614,Aug 8 2016,19,0.694,0.557,-6.971,0.119,0.151,0,0.193,0.527,129.937,213708
Donya,Jaye Hamegi Khali,20088135,18184,Mar 13 2019,22,0.621,0.781,-4.757,0.0905,0.263,1.00E-06,0.0876,0.548,103.788,195554
Shahab Mozaffari,Ma Bahalim,20031628,21547,Jul 4 2018,39,0.715,0.723,-5.502,0.0852,0.0883,0,0.371,0.814,147.007,191280
25band,Jane Janan,20019410,23686,Dec 19 2018,35,0.704,0.915,-3.82,0.14,0.232,1.20E-05,0.377,0.62,119.94,210050
Ashvan,Tanha Shodam,19957717,26908,Jun 17 2015,23,0.735,0.569,-5.07,0.0358,0.799,3.42E-05,0.116,0.651,128,255060
Behnam Bani,Mahe Asal,19841593,25208,May 17 2018,27,0.626,0.797,-5.516,0.0637,0.775,0,0.461,0.834,82.961,201936
Hayedeh,Shabeh Eshgh,19714276,18667,Mar 12 2013,37,0.66,0.607,-10.359,0.142,0.69,3.42E-05,0.385,0.681,135.61,308000
TM Bax,Meshki Lebas,19674245,24014,Jun 19 2017,37,0.774,0.671,-8.232,0.0592,0.438,1.29E-05,0.117,0.825,120.057,252030
Hoorosh Band,Delam Parishoone,19657671,19944,Apr 8 2019,28,0.701,0.722,-5.667,0.0734,0.03,0,0.467,0.59,119.979,250528
Mohammad Alizadeh,Brother - Baradar,19605653,25918,Jun 7 2016,20,0.365,0.661,-6.696,0.0492,0.44,0,0.0925,0.349,129.817,258522
Hayedeh,Asheghtarin,19547744,10721,Mar 12 2013,22,0.393,0.579,-8.12,0.0484,0.8,2.03E-06,0.26,0.709,90.25,383982
Fataneh,Namehraboon,19517541,19901,May 26 2013,36,0.823,0.402,-10.952,0.268,0.528,0,0.0807,0.495,124.689,336760
Mohsen Chavoshi,Delbar,19490358,24093,Apr 14 2018,32,0.828,0.803,-8.971,0.0873,0.106,1.50E-06,0.111,0.914,127.008,222407
Donya,Azizam,19408869,17429,Dec 16 2019,29,0.735,0.842,-5.147,0.116,0.33,0,0.101,0.584,121.996,191348
Zedbazi,Nakoni Bavar,19375440,30687,Feb 12 2018,38,0.679,0.658,-9.772,0.145,0.783,2.68E-06,0.11,0.611,94.978,319164
Siavash Ghomayshi,Khastegiya,19348411,28874,May 27 2016,37,0.702,0.687,-6.485,0.0338,0.643,0,0.167,0.511,124.922,225332
Shadmehr Aghili,Entekhab,19340553,22980,Aug 2 2012,35,0.65,0.418,-7.573,0.0325,0.716,4.60E-05,0.287,0.341,119.963,256693
Hamed Homayoun,Baroon Ke Zad,19296204,18317,Mar 3 2016,21,0.857,0.645,-6.205,0.111,0.0131,0,0.431,0.602,120.012,183066
Sepehr Khalse,Crusham Toei (Arian Goleh Remix),19232126,22005,May 4 2019,27,0.846,0.873,-4.766,0.123,0.139,0.0174,0.13,0.592,120.01,200099
Mohsen Yeganeh,Bade To,19223278,25746,Sep 18 2017,39,0.69,0.684,-5.602,0.0444,0.209,9.50E-06,0.0753,0.688,93.037,252970
Mohsen Yeganeh,Behet Ghol Midam - Live Version,19133502,22569,Dec 25 2016,39,0.633,0.73,-5.679,0.0293,0.571,1.18E-05,0.678,0.623,94.977,285545
Fariborz Lachini,Medad Rangi - Solo Piano - Ebi,19131810,18058,Feb 19 2013,6,0.445,0.0444,-20.439,0.0503,0.984,0.927,0.0922,0.145,178.901,236930
Mohammad Alizadeh,Eshgham In Rooza,19122861,21065,Mar 19 2016,30,0.695,0.763,-5.68,0.0388,0.176,1.50E-05,0.085,0.848,124.993,221840
Roozbeh Bemani,Koja Bayad Beram,19095508,38949,Jan 30 2017,27,0.656,0.557,-7.677,0.0293,0.877,6.27E-06,0.104,0.456,110.073,232269
Moein,Shomal,19008048,26759,May 21 2015,24,0.417,0.544,-4.043,0.0748,0.871,0,0.0745,0.557,155.225,210767
Morvarid,Man Ke Midoonam,18971713,16052,Feb 27 2019,22,0.753,0.794,-4.405,0.0805,0.309,0.000193,0.0807,0.83,115.022,198584
TM Bax,Rasmemoone,18949148,15225,Mar 13 2019,30,0.548,0.788,-2.906,0.117,0.207,2.22E-05,0.0843,0.775,113.747,231655
Hayedeh,Ey Zendegi Salam,18892035,10796,Mar 12 2013,25,0.712,0.602,-11.709,0.0423,0.604,0,0.158,0.799,106.239,429000
Masih,Negaranam,18872758,14153,Mar 16 2019,27,0.704,0.734,-5.145,0.0695,0.0607,0,0.35,0.607,115.987,191164
Alishmas,Adat Kardam,18839737,17281,Jul 10 2015,40,0.728,0.851,-5.728,0.177,0.643,0.000242,0.243,0.958,94.92,240072
Hoorosh Band,Ahay,18797484,18168,Mar 9 2019,25,0.695,0.732,-6.196,0.171,0.129,0,0.617,0.705,94.95,184478
Mehrad Hidden,Rock A Chock,18713795,23763,Aug 17 2019,41,0.673,0.801,-5.836,0.184,0.11,0,0.125,0.488,178.092,362000
Alishmas,Fogholadeh,18697835,16812,Feb 6 2016,17,0.762,0.825,-5.877,0.075,0.0475,0.000245,0.236,0.521,128.022,245664
Morteza Pashaei,Bia Bargard,18649231,27332,Sep 25 2012,22,0.853,0.813,-3.578,0.0633,0.0822,5.50E-05,0.251,0.736,129.992,266619
Ali Yasini,In Rooza,18576611,21729,Dec 23 2018,28,0.667,0.654,-5.18,0.0587,0.323,0,0.0874,0.643,108.022,211162
Amir Tataloo,Timar,18503873,19574,Dec 16 2016,25,0.821,0.75,-5.538,0.0669,0.0322,0,0.0865,0.661,121.981,236971
Googoosh,Hamsafar,18493400,15189,Feb 13 2013,30,0.449,0.461,-10.976,0.0367,0.634,0,0.296,0.415,134.385,267667
Wantons,Fada Saret,18469893,25065,Mar 21 2015,32,0.829,0.458,-10.294,0.115,0.306,0.00127,0.109,0.178,93.966,209386
Mohammad Alizadeh,Bargardi Ey Kash,18453735,19444,Nov 4 2019,29,0.808,0.776,-6.202,0.0889,0.0987,1.35E-05,0.179,0.693,115.024,231026
Sasy,Shans,18442096,18340,Mar 7 2015,21,0.77,0.909,-3.254,0.194,0.104,6.55E-06,0.366,0.644,125.996,184346
Donya,Por Hashiyeh,18401919,18748,Feb 7 2020,33,0.717,0.768,-4.639,0.138,0.0221,0,0.143,0.645,113.992,190172
Masoud Sadeghloo,Dorehami,18391257,21534,Oct 23 2016,31,0.516,0.506,-4.529,0.0502,0.801,0,0.189,0.94,87.944,109166
Ebi,Pooste Shir,18370631,17981,Feb 19 2013,35,0.285,0.445,-9.309,0.038,0.73,0,0.153,0.398,89.286,191773
Aron Afshar,Delshooreh,18362553,17854,May 18 2019,26,0.363,0.61,-4.456,0.0342,0.895,0,0.103,0.284,90.248,211737
Hoorosh Band,Ashegham Kardi,18310253,20813,Jul 7 2017,45,0.818,0.679,-5.528,0.11,0.189,0,0.257,0.828,101.961,182712
Amirabbas Golab,Eshghe To,18280133,21099,Jan 14 2016,17,0.61,0.455,-7.618,0.0461,0.725,0,0.0771,0.371,131.939,229277
Sirvan Khosravi,Khaterate To - Unplugged (Tehran 2015),18264837,32295,Nov 11 2014,27,0.528,0.613,-7.76,0.0309,0.504,4.30E-06,0.668,0.384,79.981,287714
Omid Hajili,Delbar,18216526,22604,Mar 12 2013,22,0.804,0.906,-4.412,0.116,0.274,0.00212,0.0493,0.891,130.096,184490
Macan Band,Ashegh Ke Mishi,18199394,23022,Apr 15 2018,17,0.818,0.724,-9.205,0.165,0.0154,0,0.05,0.435,119.99,200635
Mohsen Chavoshi,Shahrzad,18192618,22737,Dec 27 2015,19,0.544,0.659,-7.903,0.0384,0.447,3.20E-05,0.167,0.215,124.072,239830
Macan Band,Divooneh Bazi,18126272,18776,Aug 23 2017,25,0.582,0.687,-5.628,0.0449,0.814,0,0.318,0.762,90.99,157045
Asef Aria,Payatam Man,18117626,19375,Mar 21 2019,37,0.834,0.739,-5.384,0.207,0.0245,0,0.132,0.862,114.921,160218
Amir Tataloo,Maghze Dar Rafte,18089059,19295,Jul 20 2012,21,0.738,0.811,-3.474,0.266,0.174,0,0.0588,0.949,90.035,289385
Sami Beigi,Karet Nadaram,17985933,18341,Nov 28 2018,39,0.674,0.756,-5.171,0.0545,0.316,0,0.18,0.971,144.254,168847
Sogand,Sayeboon,17963856,25272,Aug 22 2019,32,0.644,0.748,-5.314,0.0594,0.188,0,0.2,0.178,115.015,248399
Hoorosh Band,Edame Midamet,17838381,17627,Jun 3 2019,21,0.702,0.803,-9.109,0.117,0.365,1.99E-06,0.0765,0.402,119.94,189924
Reza Bahram,Del,17804906,15710,Dec 8 2019,35,0.441,0.641,-3.97,0.0506,0.517,0,0.151,0.418,139.69,214793
Mohammad Alizadeh,Mahe Asal 96,17709679,25223,May 27 2017,11,0.427,0.602,-6.466,0.152,0.634,0,0.239,0.61,185.577,193581
Erfan,Haleh Man Khoobeh,17689022,25284,Mar 14 2018,31,0.757,0.735,-6.548,0.15,0.0865,0,0.22,0.293,98.049,254721
Ashvan,Behet Marizam,17610348,19463,Dec 6 2015,20,0.758,0.846,-5.067,0.0568,0.482,5.99E-05,0.154,0.734,119.992,266841
Hoorosh Band,Ye Eshtebah,17584609,26215,May 24 2018,23,0.764,0.656,-5.806,0.0362,0.375,0,0.265,0.628,109.033,189109
Sirvan Khosravi,Kheili Rooza Gozasht,17576458,30778,May 28 2017,36,0.601,0.792,-7.729,0.0427,0.405,0.00139,0.0869,0.466,102.982,303309
Sohrab Mj,Gangesh Balas,17575063,21506,Feb 3 2019,39,0.782,0.717,-5.749,0.255,0.096,0,0.0636,0.767,100.006,180048
Mohsen Yeganeh,DIRE,17574753,20256,Mar 14 2019,29,0.332,0.557,-8.422,0.0936,0.685,0,0.0997,0.413,180.321,233986
Eddie Attar,Delo Bede,17535192,18859,Aug 30 2018,33,0.823,0.835,-4.372,0.222,0.14,0,0.157,0.939,114.997,180768
Satin,Toonesti Eshgham,17438556,25321,Nov 2 2019,33,0.726,0.778,-4.223,0.0681,0.291,0,0.117,0.55,107.944,187534
Mohsen Yeganeh,Cheghadr Dir,17435700,11537,May 10 2015,21,0.64,0.636,-8.665,0.0488,0.621,3.79E-05,0.104,0.364,117.014,301846
Alishmas,Havase Asheghi,17312209,22267,Jun 19 2018,26,0.851,0.748,-4.97,0.103,0.0772,1.20E-06,0.195,0.712,123.991,167448
Shadmehr Aghili,Barandeh,17309681,20189,Feb 14 2020,34,0.635,0.676,-5.338,0.089,0.662,0,0.287,0.597,97.225,179461
